work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0004950,AST00350,DAL01,AMER-Central,2024-01-09,Preventive,Cable,Overheating,P2,TECH0021,PowerGrid Mechanical,8.8,0.3,468,994,1860,5.23,16.63,Completed,0,0,2024-01
WO0001343,AST00097,DAL01,AMER-Central,2024-01-09,Corrective,Sensor,Pressure sensor,P3,TECH0031,DataVolt,7.1,0.6,4624,852,5524,1.4,10.51,Completed,0,0,2024-01
WO0005251,AST00368,LAX01,AMER-West,2024-01-09,Preventive,Routine Wear,Seal wear,P4,TECH0090,PowerGrid Mechanical,11.0,2.2,947,1188,2330,10.25,24.32,Closed,0,0,2024-01
WO0000911,AST00066,ATL01,AMER-East,2024-01-09,Corrective,Fuel System,Filter clog,P2,TECH0075,PowerGrid Mechanical,10.6,13.81,4395,1685,6407,0.26,13.2,Closed,1,0,2024-01
WO0001999,AST00141,CHI01,AMER-East,2024-01-09,Corrective,Valve,Valve leak,P3,TECH0007,Vertiv Services,12.4,9.03,150,1946,2353,0.24,12.98,Completed,1,1,2024-01
WO0001792,AST00127,NYC01,AMER-East,2024-01-09,Corrective,Firmware,Communication timeout,P4,TECH0011,Schneider Services,12.0,11.49,2582,1476,4414,1.58,16.0,Completed,1,0,2024-01
WO0006182,AST00424,MIA01,AMER-Central,2024-01-09,Corrective,Cooling Loop,Heat exchanger,P4,TECH0029,CBRE Ops,21.7,7.62,3336,3320,6734,0.2,23.18,Closed,1,0,2024-01
WO0005390,AST00378,TOR01,AMER-Central,2024-01-09,Corrective,Battery,Cell degradation,P4,TECH0050,Schneider Services,11.4,6.13,3634,1550,5401,1.9,14.68,Completed,1,0,2024-01
WO0003324,AST00231,SEA01,AMER-West,2024-01-09,Corrective,Fan Motor,Bearing wear,P2,TECH0107,EcoCool,6.3,5.97,2724,856,3774,2.22,10.87,Completed,1,1,2024-01
WO0006109,AST00420,SEA01,AMER-West,2024-01-09,Corrective,Sensor,Temperature sensor,P3,TECH0089,DataVolt,10.2,5.14,2776,1336,4463,2.71,13.35,In Review,0,0,2024-01
WO0003350,AST00233,ASH01,AMER-East,2024-01-09,Corrective,Battery,Cell degradation,P2,TECH0001,Schneider Services,21.3,2.33,1000,2470,3859,0.82,23.2,Completed,0,1,2024-01
WO0006286,AST00431,ATL01,AMER-East,2024-01-10,Corrective,Capacitor,Thermal stress,P3,TECH0036,ABB Services,10.4,4.55,1279,1539,3138,2.15,13.91,Completed,0,0,2024-01
WO0007163,AST00497,CHI01,AMER-East,2024-01-10,Preventive,Sensor,Temperature sensor,P2,TECH0050,Vertiv Services,8.1,0.47,720,882,1913,8.54,17.59,Closed,0,0,2024-01
WO0005942,AST00409,ATL01,AMER-East,2024-01-10,Corrective,Battery,Battery connector,P2,TECH0019,Vertiv Services,18.1,5.03,2039,2552,4690,3.05,22.59,Closed,0,0,2024-01
WO0005148,AST00361,CHI01,AMER-East,2024-01-10,Preventive,Routine Wear,Seal wear,P3,TECH0042,ABB Services,5.7,1.91,1192,547,2090,9.83,18.69,Completed,0,0,2024-01
WO0000007,AST00001,SEA01,AMER-West,2024-01-10,Preventive,Battery,Battery connector,P3,TECH0096,CBRE Ops,8.5,1.5,796,1122,2240,7.28,16.95,Completed,0,0,2024-01
WO0001088,AST00079,SJC01,AMER-West,2024-01-10,Corrective,Rectifier,Power board,P3,TECH0056,FacilityPro,3.4,4.59,3014,482,3833,3.41,8.13,Completed,0,1,2024-01
WO0002201,AST00155,ATL01,AMER-East,2024-01-10,Preventive,Routine Wear,Seal wear,P1,TECH0046,Schneider Services,8.3,1.83,975,1029,2098,6.94,16.8,Completed,0,0,2024-01
WO0005179,AST00363,SJC01,AMER-West,2024-01-10,Corrective,Capacitor,Bulge,P3,TECH0067,Vertiv Services,17.6,10.22,4216,2692,7188,0.2,19.11,Completed,1,0,2024-01
WO0006108,AST00420,SEA01,AMER-West,2024-01-10,Corrective,Sensor,Temperature sensor,P1,TECH0003,Schneider Services,11.3,8.08,4421,1378,6144,2.07,14.83,Completed,1,0,2024-01
WO0007721,AST00537,ASH01,AMER-East,2024-01-10,Corrective,Fuel System,Fuel pump,P2,TECH0005,Vertiv Services,20.1,3.38,2827,2251,5300,2.18,24.52,Completed,0,0,2024-01
WO0006456,AST00441,MIA01,AMER-Central,2024-01-10,Preventive,Fan Motor,Bearing wear,P4,TECH0062,EcoCool,5.7,1.93,1000,541,1681,8.92,15.69,Completed,0,0,2024-01
WO0005233,AST00367,ASH01,AMER-East,2024-01-10,Corrective,Cooling Loop,Heat exchanger,P3,TECH0019,PowerGrid Mechanical,10.0,8.26,4624,1460,6206,0.2,11.07,Completed,1,0,2024-01
WO0001451,AST00106,DAL01,AMER-Central,2024-01-11,Corrective,Compressor,Bearing wear,P3,TECH0056,ABB Services,11.5,7.62,4354,1633,6073,1.34,12.26,Closed,1,0,2024-01
WO0000218,AST00014,DEN01,AMER-Central,2024-01-11,Preventive,Rectifier,Rectifier module,P4,TECH0080,Schneider Services,8.6,1.54,683,946,1802,6.08,12.76,Completed,0,0,2024-01
WO0004477,AST00319,CHI01,AMER-East,2024-01-11,Corrective,Fuel System,Filter clog,P4,TECH0076,EcoCool,22.6,6.07,1658,2192,4181,2.93,26.13,Closed,1,1,2024-01
WO0000142,AST00008,MIA01,AMER-Central,2024-01-11,Corrective,Routine Wear,Inspection finding,P2,TECH0085,CBRE Ops,16.5,6.99,2536,2260,4932,0.2,18.14,Closed,1,1,2024-01
WO0007633,AST00531,LAX01,AMER-West,2024-01-11,Preventive,Valve,Valve leak,P3,TECH0028,DataVolt,4.5,0.48,537,621,1545,9.57,16.18,Completed,0,0,2024-01
WO0007309,AST00505,DAL01,AMER-Central,2024-01-11,Corrective,Rectifier,Voltage imbalance,P1,TECH0096,Schneider Services,11.6,5.94,2777,1670,4519,1.41,12.25,Completed,1,0,2024-01
WO0007389,AST00511,SJC01,AMER-West,2024-01-11,Corrective,Rectifier,Voltage imbalance,P3,TECH0069,EcoCool,28.5,11.86,4191,3961,8301,1.33,30.81,Completed,1,0,2024-01
WO0001321,AST00096,DAL01,AMER-Central,2024-01-11,Corrective,Fuel System,Filter clog,P3,TECH0019,ABB Services,6.7,12.78,6277,757,7173,1.44,9.44,Completed,1,0,2024-01
WO0007092,AST00493,ASH01,AMER-East,2024-01-11,Preventive,Transformer,Tap changer,P1,TECH0095,CBRE Ops,6.6,2.02,825,574,1690,10.83,20.81,Completed,0,0,2024-01
WO0003146,AST00222,SJC01,AMER-West,2024-01-11,Preventive,Battery,Battery connector,P3,TECH0079,Vertiv Services,2.8,2.61,1188,254,1639,7.88,12.66,Completed,0,0,2024-01
WO0004864,AST00346,ASH01,AMER-East,2024-01-11,Corrective,Breaker,Breaker wear,P1,TECH0047,PowerGrid Mechanical,21.4,1.43,2454,2054,4716,0.26,22.94,Completed,0,0,2024-01
WO0006630,AST00458,DAL01,AMER-Central,2024-01-11,Corrective,Cooling Loop,Heat exchanger,P3,TECH0103,CBRE Ops,17.8,8.85,1116,2581,4035,2.11,20.35,Completed,1,0,2024-01
WO0004608,AST00324,SJC01,AMER-West,2024-01-11,Corrective,Routine Wear,Alignment,P4,TECH0117,FacilityPro,11.9,3.07,4763,1547,6641,0.21,13.88,Completed,0,0,2024-01
WO0005314,AST00372,DAL01,AMER-Central,2024-01-11,Corrective,Compressor,Start failure,P3,TECH0031,CBRE Ops,5.7,6.46,4878,655,5703,0.2,7.48,Completed,1,1,2024-01
WO0001856,AST00132,LAX01,AMER-West,2024-01-11,Corrective,Fan Motor,Bearing wear,P4,TECH0097,EcoCool,24.3,6.4,3740,3061,7082,0.39,26.15,Closed,1,0,2024-01
WO0003813,AST00274,ATL01,AMER-East,2024-01-11,Corrective,Battery,Battery connector,P4,TECH0099,EcoCool,13.7,1.95,2991,1507,4839,0.66,17.12,Completed,0,0,2024-01
WO0005289,AST00372,DAL01,AMER-Central,2024-01-11,Corrective,Routine Wear,Inspection finding,P1,TECH0023,FacilityPro,8.3,9.04,5162,1319,6813,2.36,11.1,Completed,1,0,2024-01
WO0006657,AST00460,SEA01,AMER-West,2024-01-11,Preventive,Sensor,Flow sensor,P3,TECH0056,ABB Services,3.4,2.86,880,323,1511,7.33,12.36,Completed,0,0,2024-01
WO0003772,AST00271,DAL01,AMER-Central,2024-01-11,Corrective,Sensor,Flow sensor,P4,TECH0031,ABB Services,2.0,2.52,4599,228,5171,1.09,5.38,Completed,0,1,2024-01
WO0004772,AST00336,PHX01,AMER-West,2024-01-11,Preventive,Battery,Cell degradation,P3,TECH0008,Vertiv Services,7.5,3.28,690,847,1802,9.22,17.82,Completed,0,0,2024-01
WO0007276,AST00503,DAL01,AMER-Central,2024-01-11,Preventive,Valve,Actuator fault,P3,TECH0027,Vertiv Services,1.5,1.15,884,169,1136,10.47,14.98,Completed,0,0,2024-01
WO0003000,AST00211,SJC01,AMER-West,2024-01-11,Corrective,Rectifier,Voltage imbalance,P4,TECH0064,EcoCool,32.4,11.52,5352,4114,9613,2.02,36.32,Completed,1,0,2024-01
WO0006873,AST00475,SEA01,AMER-West,2024-01-12,Preventive,Battery,Battery bank,P2,TECH0120,Schneider Services,5.1,1.14,524,520,1342,7.78,14.92,Completed,0,0,2024-01
WO0003030,AST00213,NYC01,AMER-East,2024-01-12,Corrective,Sensor,Pressure sensor,P4,TECH0044,PowerGrid Mechanical,14.6,4.49,3434,1591,5304,0.2,17.0,Completed,0,0,2024-01
WO0006099,AST00420,SEA01,AMER-West,2024-01-12,Corrective,Routine Wear,Seal wear,P3,TECH0007,Vertiv Services,2.0,9.59,3918,300,4270,0.2,4.29,Completed,1,0,2024-01
WO0002262,AST00160,ATL01,AMER-East,2024-01-12,Corrective,Sensor,Temperature sensor,P3,TECH0104,EcoCool,6.4,5.88,2561,1011,3735,0.2,6.12,Completed,1,0,2024-01
WO0005699,AST00395,PHX01,AMER-West,2024-01-12,Corrective,Compressor,Bearing wear,P2,TECH0024,EcoCool,13.7,11.34,1874,1644,3637,1.27,17.5,Completed,1,0,2024-01
WO0006617,AST00455,ATL01,AMER-East,2024-01-12,Corrective,Battery,Battery bank,P2,TECH0001,EcoCool,20.1,7.01,4645,2874,7781,3.38,23.91,Completed,1,0,2024-01
WO0006507,AST00444,LAX01,AMER-West,2024-01-12,Preventive,Valve,Valve blockage,P2,TECH0090,Vertiv Services,6.2,2.24,562,793,1733,8.11,14.2,Closed,0,0,2024-01
WO0003934,AST00283,CHI01,AMER-East,2024-01-12,Corrective,Controller,PLC fault,P3,TECH0038,ABB Services,15.0,10.15,2946,1785,5006,1.88,19.24,Completed,1,0,2024-01
WO0004964,AST00351,DEN01,AMER-Central,2024-01-12,Preventive,Battery,Battery bank,P2,TECH0007,Vertiv Services,5.5,3.18,487,676,1410,8.82,16.66,Completed,0,0,2024-01
WO0001750,AST00123,CHI01,AMER-East,2024-01-12,Corrective,Routine Wear,Seal wear,P1,TECH0013,FacilityPro,15.2,4.1,2799,1672,4793,0.2,15.7,Closed,0,0,2024-01
WO0001965,AST00139,DEN01,AMER-Central,2024-01-13,Preventive,Transformer,Insulation aging,P4,TECH0064,EcoCool,7.6,2.53,595,661,1654,9.48,20.16,Completed,0,0,2024-01
WO0006533,AST00446,TOR01,AMER-Central,2024-01-13,Corrective,Compressor,Bearing wear,P2,TECH0051,DataVolt,14.7,4.2,2821,1719,4745,2.46,19.29,Completed,0,0,2024-01
WO0003248,AST00228,DEN01,AMER-Central,2024-01-13,Corrective,Valve,Valve leak,P4,TECH0091,PowerGrid Mechanical,14.6,9.01,2147,1766,4093,2.06,17.39,Completed,1,1,2024-01
WO0001083,AST00079,SJC01,AMER-West,2024-01-13,Corrective,Firmware,Sensor mapping,P2,TECH0034,Vertiv Services,8.1,5.63,3081,1304,4505,2.66,11.68,Closed,1,1,2024-01
WO0001268,AST00092,DEN01,AMER-Central,2024-01-13,Corrective,Cooling Loop,Pump,P3,TECH0084,FacilityPro,20.0,6.52,3774,3060,7135,1.05,21.69,Completed,1,1,2024-01
WO0003574,AST00255,DEN01,AMER-Central,2024-01-13,Preventive,Valve,Valve leak,P4,TECH0109,FacilityPro,9.2,2.06,869,1242,2447,7.17,17.3,Completed,0,0,2024-01
WO0004577,AST00323,DAL01,AMER-Central,2024-01-13,Corrective,Routine Wear,Seal wear,P2,TECH0115,EcoCool,16.1,8.46,2337,2334,4763,3.01,21.53,Closed,1,0,2024-01
WO0006188,AST00424,MIA01,AMER-Central,2024-01-13,Corrective,Sensor,Flow sensor,P2,TECH0065,ABB Services,16.5,4.13,2721,1881,4947,0.54,16.9,Completed,0,1,2024-01
WO0004288,AST00305,TOR01,AMER-Central,2024-01-13,Preventive,Fan Motor,Motor overheating,P3,TECH0109,ABB Services,9.5,2.59,557,1235,2158,6.44,17.02,Completed,0,0,2024-01
WO0005209,AST00366,NYC01,AMER-East,2024-01-14,Corrective,Fuel System,Fuel pump,P2,TECH0035,Schneider Services,22.4,9.08,3121,3382,6682,1.01,23.89,Completed,1,0,2024-01
WO0003198,AST00224,SEA01,AMER-West,2024-01-14,Corrective,Compressor,Compressor vibration,P4,TECH0011,ABB Services,7.4,5.2,2276,836,3465,2.9,12.09,Closed,0,0,2024-01
WO0007142,AST00496,DEN01,AMER-Central,2024-01-14,Corrective,Routine Wear,Alignment,P2,TECH0062,Schneider Services,2.0,5.95,1904,238,2488,0.2,2.79,Completed,1,0,2024-01
WO0005330,AST00374,NYC01,AMER-East,2024-01-14,Corrective,Capacitor,Thermal stress,P2,TECH0042,EcoCool,16.6,6.84,3660,2091,5813,0.98,19.55,Completed,1,1,2024-01
WO0006923,AST00478,SEA01,AMER-West,2024-01-14,Corrective,Fan Motor,Motor overheating,P2,TECH0087,EcoCool,6.1,10.8,4003,774,5071,1.65,9.1,Completed,1,1,2024-01
WO0000256,AST00017,SJC01,AMER-West,2024-01-14,Preventive,Routine Wear,Alignment,P4,TECH0037,ABB Services,6.0,1.64,360,780,1243,6.01,13.19,Completed,0,0,2024-01
WO0006863,AST00474,LAX01,AMER-West,2024-01-14,Corrective,Battery,Battery bank,P3,TECH0038,Schneider Services,8.5,8.07,3918,875,4996,1.78,10.46,Completed,1,0,2024-01
WO0000538,AST00042,DAL01,AMER-Central,2024-01-14,Corrective,Routine Wear,Alignment,P4,TECH0023,EcoCool,14.4,8.18,7382,2304,9752,0.44,16.28,Completed,1,0,2024-01
WO0004526,AST00321,CHI01,AMER-East,2024-01-14,Corrective,Routine Wear,Inspection finding,P3,TECH0040,Vertiv Services,16.8,2.41,747,1780,2603,2.68,20.38,Completed,0,0,2024-01
WO0004071,AST00294,NYC01,AMER-East,2024-01-14,Corrective,Compressor,Bearing wear,P3,TECH0036,Schneider Services,10.8,5.34,897,1695,2926,2.19,14.79,Closed,0,0,2024-01
WO0004849,AST00343,SEA01,AMER-West,2024-01-14,Corrective,Compressor,Bearing wear,P3,TECH0024,Vertiv Services,7.1,6.93,5776,745,6637,2.66,12.63,Completed,1,0,2024-01
WO0001918,AST00135,SJC01,AMER-West,2024-01-14,Corrective,Cable,Connection looseness,P2,TECH0115,Schneider Services,7.1,7.85,3399,986,4608,0.2,7.65,Closed,1,0,2024-01
WO0007511,AST00520,ASH01,AMER-East,2024-01-14,Preventive,Controller,Control board,P2,TECH0103,DataVolt,4.0,1.43,1123,452,1766,8.2,13.16,Closed,0,0,2024-01
WO0004944,AST00349,SJC01,AMER-West,2024-01-15,Corrective,Valve,Actuator fault,P1,TECH0011,CBRE Ops,23.9,7.97,5369,2437,8198,0.34,23.23,Completed,1,1,2024-01
WO0003022,AST00213,NYC01,AMER-East,2024-01-15,Corrective,Breaker,Breaker wear,P3,TECH0059,Schneider Services,17.9,0.82,3476,1933,5761,2.28,22.91,Closed,0,1,2024-01
WO0006113,AST00420,SEA01,AMER-West,2024-01-15,Corrective,Valve,Valve leak,P4,TECH0007,EcoCool,11.3,10.01,3438,1276,4954,1.56,16.34,Completed,1,0,2024-01
WO0003548,AST00253,DAL01,AMER-Central,2024-01-15,Preventive,Sensor,Flow sensor,P4,TECH0045,Vertiv Services,6.9,1.6,385,800,1238,10.25,19.53,Completed,0,0,2024-01
WO0006501,AST00444,LAX01,AMER-West,2024-01-15,Preventive,Valve,Actuator fault,P2,TECH0105,Vertiv Services,8.3,1.29,937,904,2043,9.45,18.49,Completed,0,0,2024-01
WO0004520,AST00321,CHI01,AMER-East,2024-01-15,Preventive,Valve,Valve blockage,P2,TECH0101,CBRE Ops,8.4,2.34,707,1100,2107,9.07,18.09,Completed,0,0,2024-01
WO0000857,AST00062,DAL01,AMER-Central,2024-01-15,Corrective,Cooling Loop,Coolant leak,P2,TECH0071,ABB Services,19.8,9.73,3016,2019,5129,1.34,20.18,Closed,1,0,2024-01
WO0001105,AST00081,MIA01,AMER-Central,2024-01-15,Corrective,Routine Wear,Alignment,P4,TECH0116,EcoCool,8.2,7.09,2486,803,3641,2.29,13.14,Closed,1,1,2024-01
WO0001175,AST00086,ATL01,AMER-East,2024-01-15,Corrective,Sensor,Temperature sensor,P1,TECH0011,EcoCool,14.0,7.72,2412,2254,5061,1.45,14.17,Completed,1,0,2024-01
WO0001955,AST00137,ATL01,AMER-East,2024-01-15,Corrective,Routine Wear,Inspection finding,P4,TECH0087,EcoCool,10.7,6.14,2513,1583,4418,1.82,14.37,Completed,1,0,2024-01
WO0007052,AST00489,ASH01,AMER-East,2024-01-15,Preventive,Valve,Valve blockage,P2,TECH0030,CBRE Ops,8.3,2.18,608,1029,1759,8.1,15.24,Completed,0,0,2024-01
WO0001787,AST00127,NYC01,AMER-East,2024-01-15,Corrective,Rectifier,Rectifier module,P2,TECH0025,FacilityPro,20.3,8.41,6491,2151,8785,1.37,22.17,Completed,1,0,2024-01
WO0001721,AST00121,ASH01,AMER-East,2024-01-15,Preventive,Routine Wear,Alignment,P1,TECH0093,PowerGrid Mechanical,3.1,1.98,1116,418,1634,6.9,11.37,Completed,0,0,2024-01
WO0006074,AST00419,ATL01,AMER-East,2024-01-16,Preventive,Routine Wear,Alignment,P3,TECH0106,Schneider Services,8.1,0.91,1287,834,2412,9.33,18.34,Completed,0,0,2024-01
WO0007415,AST00513,TOR01,AMER-Central,2024-01-16,Preventive,Firmware,Communication timeout,P3,TECH0045,FacilityPro,7.6,1.97,663,980,1920,9.28,18.36,Completed,0,0,2024-01
WO0007750,AST00540,DAL01,AMER-Central,2024-01-16,Corrective,Cooling Loop,Coolant leak,P4,TECH0050,DataVolt,13.1,9.15,6031,1860,8069,2.59,17.57,Closed,1,1,2024-01
WO0005767,AST00399,PHX01,AMER-West,2024-01-16,Corrective,Firmware,Patch gap,P3,TECH0004,ABB Services,17.5,7.97,3049,2187,5308,0.59,18.93,Completed,1,0,2024-01
WO0005438,AST00381,DAL01,AMER-Central,2024-01-16,Corrective,Breaker,Connection heat,P3,TECH0086,CBRE Ops,14.6,6.02,700,2350,3156,1.11,18.79,Completed,1,0,2024-01
WO0003730,AST00269,SJC01,AMER-West,2024-01-16,Preventive,Battery,Battery bank,P3,TECH0025,PowerGrid Mechanical,9.9,0.3,567,1296,1904,8.1,19.6,Completed,0,0,2024-01
WO0002136,AST00152,SJC01,AMER-West,2024-01-16,Corrective,Cooling Loop,Heat exchanger,P3,TECH0052,DataVolt,7.6,3.87,3930,942,4922,2.59,13.04,Completed,0,0,2024-01
WO0006212,AST00425,DAL01,AMER-Central,2024-01-16,Preventive,Breaker,Connection heat,P3,TECH0095,Vertiv Services,4.6,0.8,829,547,1775,9.07,15.26,Completed,0,0,2024-01
WO0005051,AST00357,DAL01,AMER-Central,2024-01-16,Preventive,Fan Motor,VFD issue,P2,TECH0020,Vertiv Services,8.4,1.53,987,932,2173,9.98,19.9,Completed,0,0,2024-01
WO0007582,AST00526,DAL01,AMER-Central,2024-01-16,Preventive,Sensor,Temperature sensor,P3,TECH0044,EcoCool,6.5,2.67,329,702,1165,7.68,13.83,Completed,0,0,2024-01
WO0000364,AST00025,TOR01,AMER-Central,2024-01-16,Corrective,Battery,Battery connector,P3,TECH0071,PowerGrid Mechanical,18.9,7.73,4528,2646,7279,1.45,22.6,Completed,1,0,2024-01
WO0003083,AST00219,SJC01,AMER-West,2024-01-16,Preventive,Sensor,Pressure sensor,P4,TECH0097,CBRE Ops,8.6,2.53,688,997,1884,6.44,16.34,Closed,0,0,2024-01
WO0006619,AST00455,ATL01,AMER-East,2024-01-16,Preventive,Capacitor,Capacitor aging,P2,TECH0063,FacilityPro,3.9,3.01,1066,448,1692,8.35,13.7,Completed,0,0,2024-01
WO0001073,AST00078,DEN01,AMER-Central,2024-01-16,Corrective,Cooling Loop,Pump,P1,TECH0061,EcoCool,19.8,7.83,4324,3207,7647,2.88,24.1,Closed,1,0,2024-01
WO0004660,AST00327,DAL01,AMER-Central,2024-01-16,Preventive,Transformer,Insulation aging,P3,TECH0090,CBRE Ops,8.7,2.26,846,739,1885,8.39,18.97,Completed,0,0,2024-01
WO0003161,AST00223,DEN01,AMER-Central,2024-01-16,Preventive,Transformer,Insulation aging,P1,TECH0005,FacilityPro,8.7,1.93,639,869,1689,7.98,19.38,Completed,0,0,2024-01
WO0004592,AST00324,SJC01,AMER-West,2024-01-16,Corrective,Cooling Loop,Coolant leak,P4,TECH0078,PowerGrid Mechanical,22.4,10.73,4255,3158,7502,0.45,25.01,Closed,1,0,2024-01
WO0001912,AST00135,SJC01,AMER-West,2024-01-16,Preventive,Breaker,Connection heat,P1,TECH0031,Schneider Services,6.3,1.08,758,800,1956,8.97,14.89,In Review,0,0,2024-01
WO0001916,AST00135,SJC01,AMER-West,2024-01-16,Preventive,Breaker,Connection heat,P2,TECH0045,Vertiv Services,3.4,1.51,678,431,1489,8.03,12.71,Completed,0,0,2024-01
WO0003508,AST00251,LAX01,AMER-West,2024-01-16,Corrective,Fuel System,Fuel pump,P4,TECH0025,Schneider Services,8.2,6.98,1948,860,3088,1.56,11.9,Completed,1,0,2024-01
WO0005526,AST00385,TOR01,AMER-Central,2024-01-16,Corrective,Valve,Valve leak,P2,TECH0014,CBRE Ops,22.7,2.21,150,2156,2478,4.21,28.51,Completed,0,1,2024-01
WO0003631,AST00260,LAX01,AMER-West,2024-01-17,Preventive,Compressor,Compressor vibration,P3,TECH0072,DataVolt,7.1,1.52,598,859,1655,10.15,16.54,Completed,0,0,2024-01
WO0007164,AST00497,CHI01,AMER-East,2024-01-17,Preventive,Routine Wear,Inspection finding,P2,TECH0036,CBRE Ops,6.0,1.13,773,540,1418,8.12,14.95,Completed,0,0,2024-01
WO0001257,AST00092,DEN01,AMER-Central,2024-01-17,Corrective,Sensor,Flow sensor,P4,TECH0104,Schneider Services,11.8,8.26,4870,1121,6259,0.2,11.79,Completed,1,0,2024-01
WO0001609,AST00113,SJC01,AMER-West,2024-01-17,Corrective,Routine Wear,Inspection finding,P1,TECH0120,EcoCool,13.5,2.06,2567,1768,4419,2.77,17.97,Completed,0,1,2024-01
WO0005766,AST00399,PHX01,AMER-West,2024-01-17,Corrective,Battery,Cell degradation,P2,TECH0055,CBRE Ops,20.6,7.67,2892,3151,6283,3.21,24.63,Completed,1,0,2024-01
WO0001129,AST00083,SJC01,AMER-West,2024-01-17,Corrective,Sensor,Pressure sensor,P4,TECH0041,CBRE Ops,11.9,6.44,2269,1677,4129,0.25,12.79,Completed,1,0,2024-01
WO0000355,AST00024,MIA01,AMER-Central,2024-01-17,Corrective,Sensor,Temperature sensor,P3,TECH0033,PowerGrid Mechanical,13.0,6.27,2271,1313,3692,1.98,17.0,Completed,1,0,2024-01
WO0007404,AST00512,CHI01,AMER-East,2024-01-17,Corrective,Fuel System,Fuel pump,P1,TECH0118,Vertiv Services,21.8,7.73,4725,3030,7902,3.53,26.38,Completed,1,0,2024-01
WO0007097,AST00494,ATL01,AMER-East,2024-01-17,Corrective,Routine Wear,Alignment,P3,TECH0005,DataVolt,21.5,9.96,1103,3375,4820,2.63,26.09,In Review,1,0,2024-01
WO0005311,AST00372,DAL01,AMER-Central,2024-01-17,Corrective,Valve,Valve blockage,P4,TECH0002,Vertiv Services,11.0,10.95,5338,1331,6822,0.2,12.78,Completed,1,0,2024-01
WO0000020,AST00002,PHX01,AMER-West,2024-01-17,Preventive,Sensor,Temperature sensor,P2,TECH0094,CBRE Ops,6.1,2.72,733,530,1584,10.93,19.28,Completed,0,0,2024-01
WO0001507,AST00108,LAX01,AMER-West,2024-01-17,Preventive,Cable,Insulation wear,P4,TECH0098,DataVolt,9.1,4.07,699,900,1852,7.77,19.79,Completed,0,0,2024-01
WO0004905,AST00348,PHX01,AMER-West,2024-01-18,Corrective,Routine Wear,Alignment,P3,TECH0012,EcoCool,19.7,5.54,2079,2048,4189,0.64,19.15,Completed,1,0,2024-01
WO0002163,AST00153,DEN01,AMER-Central,2024-01-18,Corrective,Valve,Actuator fault,P3,TECH0017,EcoCool,13.6,2.9,1336,1999,3593,1.37,17.61,Completed,0,0,2024-01
WO0003026,AST00213,NYC01,AMER-East,2024-01-18,Corrective,Routine Wear,Alignment,P4,TECH0095,DataVolt,14.3,4.92,3611,1658,5325,2.79,16.68,Closed,0,0,2024-01
WO0005591,AST00389,SJC01,AMER-West,2024-01-18,Corrective,Battery,Battery connector,P2,TECH0004,CBRE Ops,11.1,2.06,1662,1720,3567,0.77,12.58,Completed,0,1,2024-01
WO0002260,AST00160,ATL01,AMER-East,2024-01-18,Corrective,Fan Motor,Bearing wear,P1,TECH0075,CBRE Ops,18.7,6.67,1362,2543,4006,0.2,19.62,Closed,1,0,2024-01
WO0004340,AST00312,TOR01,AMER-Central,2024-01-18,Corrective,Breaker,Trip event,P3,TECH0007,PowerGrid Mechanical,17.2,1.09,4837,1892,6887,2.53,22.01,Completed,0,0,2024-01
WO0007658,AST00534,DEN01,AMER-Central,2024-01-18,Corrective,Cable,Insulation wear,P2,TECH0048,Vertiv Services,7.7,4.36,3525,831,4510,2.51,13.38,Closed,0,0,2024-01
WO0002423,AST00172,CHI01,AMER-East,2024-01-18,Corrective,Battery,Battery connector,P2,TECH0074,Vertiv Services,14.5,14.54,5452,1783,7466,1.26,16.31,Completed,1,0,2024-01
WO0003971,AST00286,DAL01,AMER-Central,2024-01-18,Corrective,Sensor,Temperature sensor,P2,TECH0064,EcoCool,9.6,6.5,2426,1017,3751,2.46,14.35,Completed,1,0,2024-01
WO0002452,AST00175,DEN01,AMER-Central,2024-01-19,Corrective,Sensor,Temperature sensor,P1,TECH0089,FacilityPro,9.2,2.37,3528,1269,4901,2.63,13.32,Completed,0,0,2024-01
WO0004442,AST00317,PHX01,AMER-West,2024-01-19,Corrective,Compressor,Bearing wear,P2,TECH0015,CBRE Ops,7.0,5.31,4604,686,5515,1.14,8.54,Closed,0,0,2024-01
WO0003101,AST00220,SJC01,AMER-West,2024-01-19,Corrective,Sensor,Temperature sensor,P4,TECH0047,FacilityPro,17.4,9.18,3766,1844,5760,2.32,19.65,Completed,1,0,2024-01
WO0007077,AST00492,DAL01,AMER-Central,2024-01-19,Corrective,Cooling Loop,Coolant leak,P3,TECH0087,CBRE Ops,13.9,1.79,3617,2015,5896,1.83,17.0,Completed,0,0,2024-01
WO0005702,AST00395,PHX01,AMER-West,2024-01-19,Corrective,Compressor,Bearing wear,P1,TECH0060,ABB Services,13.8,7.77,2708,1738,4570,0.46,16.78,Completed,1,0,2024-01
WO0000018,AST00002,PHX01,AMER-West,2024-01-19,Preventive,Valve,Valve leak,P4,TECH0041,Schneider Services,4.8,1.04,1097,604,1881,8.5,13.07,Completed,0,0,2024-01
